PRODUKTIVITAS,KEMIRINGAN LERENG,TINGKAT EROSI,MANAJEMEN LAHAN
Rendah,Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Agak Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Agak Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Sangat Rendah,Curam,Sangat Berat,Baik
Sangat Rendah,Sangat Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sangat Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Rendah,Curam,Sedang,Baik
Rendah,Curam,Sedang,Baik
Rendah,Agak Curam,Sedang,Baik
Rendah,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Sangat Rendah,Sangat Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Rendah,Agak Curam,Sedang,Baik
Sangat Rendah,Agak Curam,Sedang,Baik
Sangat Rendah,Agak Curam,Sedang,Baik
Sangat Rendah,Agak Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Sangat Rendah,Sangat Curam,Sedang,Baik
Sangat Rendah,Agak Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Sangat Rendah,Sangat Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Sangat Rendah,Curam,Sedang,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Rendah,Sangat Curam,Sangat Berat,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Rendah,Landai,Sangat Berat,Baik
Rendah,Agak Curam,Sangat Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Sangat Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Sangat Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Sangat Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Sangat Tinggi,Datar,Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Sangat Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sangat Tinggi,Sangat Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Sangat Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sangat Tinggi,Datar,Sedang,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Sedang,Datar,Ringan,Baik
Sedang,Datar,Ringan,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Datar,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Landai,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sedang,Agak Curam,Sedang,Baik
Sangat Tinggi,Landai,Sedang,Baik
Sangat Tinggi,Agak Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Sangat Tinggi,Curam,Sedang,Baik
Tinggi,Sangat Curam,Berat,Baik
Tinggi,Sangat Curam,Berat,Baik
Tinggi,Sangat Curam,Berat,Baik
Tinggi,Curam,Berat,Baik
Tinggi,Sangat Curam,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Datar,Berat,Baik
Tinggi,Landai,Ringan,Baik
Sangat Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Ringan,Baik
Tinggi,Landai,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Agak Curam,Sangat Berat,Baik
Sedang,Agak Curam,Sangat Berat,Baik
Sedang,Agak Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Agak Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Sedang,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Sangat Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Landai,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Agak Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
Tinggi,Curam,Sangat Berat,Baik
